0.000000e+00	9.000000e+00	5.020016e-02	7.826614e-02	1.378427e+00	1.121517e+00	8.577075e+00	3.640630e+01	6.055251e+00
0.000000e+00	2.339704e+01	7.025470e-02	4.746859e-03	9.570884e-01	5.538302e+00	8.000306e+00	1.525978e+02	1.645471e+00
0.000000e+00	2.999239e+01	6.327955e-02	4.603599e-02	1.093412e+00	5.225727e+00	8.492359e+00	2.214714e+02	2.272855e+00
0.000000e+00	3.659670e+01	8.280299e-02	5.224294e-02	5.468103e-01	4.651901e+00	6.775072e+00	2.985093e+02	1.741121e+00
0.000000e+00	4.621114e+01	2.523348e-02	4.683227e-02	4.451498e+00	4.097698e+00	1.131613e+01	4.235544e+02	2.784878e+00
0.000000e+00	5.520646e+01	4.399085e-02	8.480100e-02	5.970940e+00	3.015956e+00	1.149001e+01	5.530547e+02	2.553308e+00
0.000000e+00	6.600135e+01	6.679255e-02	8.222889e-02	5.073188e+00	1.607610e+00	1.125881e+01	7.229470e+02	4.447464e+00
0.000000e+00	7.738897e+01	2.881360e-02	1.271518e-01	5.962415e+00	3.993671e+00	1.023178e+01	9.178886e+02	2.919451e-01
1.000000e-02	8.999999e+00	5.020008e-02	7.826608e-02	1.378426e+00	1.121518e+00	8.578801e+00	3.640629e+01	6.057156e+00
1.000000e-02	2.339704e+01	7.025465e-02	4.746857e-03	9.570878e-01	5.538303e+00	8.000718e+00	1.525978e+02	1.645880e+00
1.000000e-02	2.999239e+01	6.327952e-02	4.603597e-02	1.093411e+00	5.225728e+00	8.492643e+00	2.214714e+02	2.273118e+00
1.000000e-02	3.659670e+01	8.280294e-02	5.224283e-02	5.468101e-01	4.651901e+00	6.775283e+00	2.985093e+02	1.741327e+00
1.000000e-02	4.621115e+01	2.523343e-02	4.683219e-02	4.451497e+00	4.097700e+00	1.131628e+01	4.235544e+02	2.785018e+00
1.000000e-02	5.520646e+01	4.399086e-02	8.480091e-02	5.970941e+00	3.015954e+00	1.149013e+01	5.530546e+02	2.553415e+00
1.000000e-02	6.600135e+01	6.679251e-02	8.222873e-02	5.073189e+00	1.607610e+00	1.125889e+01	7.229470e+02	4.447549e+00
1.000000e-02	7.738897e+01	2.881358e-02	1.271518e-01	5.962414e+00	3.993672e+00	1.023185e+01	9.178886e+02	2.920172e-01
3.890827e-02	8.999997e+00	5.019983e-02	7.826591e-02	1.378423e+00	1.121521e+00	8.583790e+00	3.640628e+01	6.062666e+00
3.890827e-02	2.339705e+01	7.025451e-02	4.746850e-03	9.570861e-01	5.538307e+00	8.001908e+00	1.525978e+02	1.647065e+00
3.890827e-02	2.999239e+01	6.327941e-02	4.603593e-02	1.093409e+00	5.225729e+00	8.493463e+00	2.214714e+02	2.273878e+00
3.890827e-02	3.659670e+01	8.280280e-02	5.224253e-02	5.468094e-01	4.651902e+00	6.775892e+00	2.985093e+02	1.741925e+00
3.890827e-02	4.621115e+01	2.523331e-02	4.683197e-02	4.451494e+00	4.097707e+00	1.131671e+01	4.235545e+02	2.785423e+00
3.890827e-02	5.520645e+01	4.399089e-02	8.480067e-02	5.970944e+00	3.015949e+00	1.149045e+01	5.530545e+02	2.553724e+00
3.890827e-02	6.600136e+01	6.679241e-02	8.222827e-02	5.073190e+00	1.607607e+00	1.125915e+01	7.229471e+02	4.447794e+00
3.890827e-02	7.738897e+01	2.881350e-02	1.271516e-01	5.962412e+00	3.993675e+00	1.023205e+01	9.178885e+02	2.922258e-01
1.192956e-01	8.999990e+00	5.019914e-02	7.826544e-02	1.378416e+00	1.121530e+00	8.597663e+00	3.640624e+01	6.077992e+00
1.192956e-01	2.339706e+01	7.025411e-02	4.746832e-03	9.570814e-01	5.538317e+00	8.005219e+00	1.525979e+02	1.650357e+00
1.192956e-01	2.999239e+01	6.327912e-02	4.603583e-02	1.093403e+00	5.225732e+00	8.495744e+00	2.214714e+02	2.275991e+00
1.192956e-01	3.659670e+01	8.280240e-02	5.224170e-02	5.468077e-01	4.651904e+00	6.777585e+00	2.985093e+02	1.743587e+00
1.192956e-01	4.621117e+01	2.523295e-02	4.683136e-02	4.451485e+00	4.097727e+00	1.131790e+01	4.235548e+02	2.786550e+00
1.192956e-01	5.520644e+01	4.399098e-02	8.480000e-02	5.970951e+00	3.015933e+00	1.149137e+01	5.530543e+02	2.554583e+00
1.192956e-01	6.600137e+01	6.679212e-02	8.222700e-02	5.073194e+00	1.607600e+00	1.125984e+01	7.229474e+02	4.448477e+00
1.192956e-01	7.738895e+01	2.881330e-02	1.271513e-01	5.962406e+00	3.993682e+00	1.023260e+01	9.178882e+02	2.928058e-01
3.679278e-01	8.999970e+00	5.019702e-02	7.826410e-02	1.378392e+00	1.121556e+00	8.640573e+00	3.640612e+01	6.125419e+00
3.679278e-01	2.339708e+01	7.025286e-02	4.746779e-03	9.570669e-01	5.538350e+00	8.015459e+00	1.525982e+02	1.660531e+00
